file,broker,company,rating,broker_clean
-2147474655.pdf,Systematix Research,HDFC Bank,BUY,Systematix Research
-2147474659.pdf,YES Securities,HDFC Bank,BUY,YES Securities
-2147474660.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474656.pdf,YES Securities,LTIMindtree Ltd,BUY,YES Securities
-2147474657.pdf,IDBI Capital,HDFC Bank,BUY,IDBI Capital
-2147474664.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474663.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474668.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147474665.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474667.pdf,Axis Securities,Steel Strip Wheels Ltd,BUY,Axis Securities
-2147474669.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147474670.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474677.pdf,ICICI Securities,KFin Technologies,BUY,ICICI Securities
-2147474678.pdf,IDBI Capital,IndusInd Bank,BUY,IDBI Capital
-2147474681.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474680.pdf,Systematix Research,IndusInd Bank,BUY,Systematix Research
-2147474685.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474682.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147474684.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474687.pdf,YES Securities,Prince Pipes & Fittings Ltd,ADD,YES Securities
-2147474686.pdf,YES Securities,UNKNOWN,NEUTRAL,YES Securities
-2147474688.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474690.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147474692.pdf,Nirmal Bang Institutional Equities Research,Bandhan Bank,BUY,Nirmal Bang Institutional Equities Research
-2147474694.pdf,Axis Securities,L&T Technologies Ltd,HOLD,Axis Securities
-2147474697.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147474693.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147474695.pdf,YES Securities,ICICI Bank,BUY,YES Securities
-2147474703.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474699.pdf,IDBI Capital,Newgen Software Technologies,BUY,IDBI Capital
-2147474704.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147474702.pdf,YES Securities,Birla Corp,BUY,YES Securities
-2147474710.pdf,Institutional Research,Reliance Industries Ltd,UNKNOWN,Institutional Research
-2147474709.pdf,Equities Research,UNKNOWN,ACCUMULATE,Equities Research
-2147474706.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474708.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474711.pdf,NBIE Research,UNKNOWN,UNKNOWN,NBIE Research
-2147474712.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147474715.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147474716.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147474718.pdf,YES Securities,Infosys Ltd,BUY,YES Securities
-2147474721.pdf,IDBI Capital,Zensar Technologies,BUY,IDBI Capital
-2147474723.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474728.pdf,Institutional Research,UNKNOWN,REDUCE,Institutional Research
-2147474724.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147474732.pdf,ICICI Securities,HG Infra Engineering Ltd,BUY,ICICI Securities
-2147474730.pdf,ICICI Securities,UNKNOWN,BUY,ICICI Securities
-2147474731.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147474736.pdf,Institutional Research,Hindustan Unilever Ltd,HOLD,Institutional Research
-2147474735.pdf,YES Securities,Tata Communication Ltd,ADD,YES Securities
-2147474739.pdf,Axis Securities,Coforge Ltd,HOLD,Axis Securities
-2147474742.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147474737.pdf,Nirmal Bang Institutional Equities Research,IndusInd Bank,BUY,Nirmal Bang Institutional Equities Research
-2147474743.pdf,Systematix Research,Kotak Mahindra Bank,HOLD,Systematix Research
-2147474744.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147474746.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147474748.pdf,IDBI Capital,ICICI Bank,BUY,IDBI Capital
-2147474750.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147474753.pdf,Systematix Research,ICICI Bank,BUY,Systematix Research
-2147474752.pdf,Systematix Research,UNKNOWN,SELL,Systematix Research
-2147474754.pdf,Head of Research,UNKNOWN,ACCUMULATE,Head of Research
-2147474760.pdf,YES Securities,Reliance Industries Ltd,ADD,YES Securities
-2147474757.pdf,Kotak Securities,Kotak Mahindra Bank,NEUTRAL,Kotak Securities
-2147474756.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147474763.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474761.pdf,YES Securities,ICICI Bank Ltd,BUY,YES Securities
-2147474770.pdf,ICICI Securities,ICICI Securities Ltd,REDUCE,ICICI Securities
-2147474773.pdf,Axis Securities,CreditAccess Grameen Ltd,BUY,Axis Securities
-2147474774.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147474779.pdf,YES Securities,Tanla Platform Ltd,BUY,YES Securities
-2147474778.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474777.pdf,Institutional Research,Indraprastha Gas Ltd,ADD,Institutional Research
-2147474776.pdf,Axis Securities,UltraTech Cement Limited,BUY,Axis Securities
-2147474782.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474785.pdf,VP Research,UNKNOWN,ACCUMULATE,VP Research
-2147474795.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147474790.pdf,Reliance Securities,Reliance Securities Limited,UNKNOWN,Reliance Securities
-2147474797.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474798.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,ACCUMULATE,Nirmal Bang Institutional Equities Research
-2147474800.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147474796.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147474802.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474806.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147474803.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474807.pdf,Systematix Research,Inox Wind Ltd,HOLD,Systematix Research
-2147474809.pdf,IDBI Capital,Neelachal Ispat Nigam Limited,HOLD,IDBI Capital
-2147474815.pdf,YES Securities,Larsen & Toubro Ltd,ADD,YES Securities
-2147474816.pdf,Reliance Securities,Reliance Securities Limited,UNKNOWN,Reliance Securities
-2147474819.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147474817.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147474818.pdf,YES Securities,Tata Steel Ltd,BUY,YES Securities
-2147474828.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147474826.pdf,Axis Securities,Asian Paints Ltd,BUY,Axis Securities
-2147474833.pdf,Systematix Research,Dixon Technologies,BUY,Systematix Research
-2147474831.pdf,YES Securities,Bajaj Auto Ltd,ADD,YES Securities
-2147474832.pdf,Axis Securities,Bajaj Auto Ltd,BUY,Axis Securities
-2147474834.pdf,ICICI Securities,UNKNOWN,BUY,ICICI Securities
-2147474839.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147474838.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147474836.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474845.pdf,VP Research,UNKNOWN,ADD,VP Research
-2147474840.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147474841.pdf,Institutional Research,UNKNOWN,BUY,Institutional Research
-2147474842.pdf,Institutional Research,UNKNOWN,BUY,Institutional Research
-2147474848.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147474847.pdf,VP Research,UNKNOWN,HOLD,VP Research
-2147474854.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147474855.pdf,Reliance Securities,Reliance Securities Limited,UNKNOWN,Reliance Securities
-2147474856.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147474857.pdf,YES Securities,Tech Mahindra Ltd,ADD,YES Securities
-2147474858.pdf,IDBI Capital,Axis Bank,BUY,IDBI Capital
-2147474859.pdf,Systematix Research,Axis Bank,BUY,Systematix Research
-2147474861.pdf,YES Securities,Axis Bank Ltd,BUY,YES Securities
-2147474866.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474868.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147474867.pdf,Systematix Research,UNKNOWN,UNKNOWN,Systematix Research
-2147474871.pdf,Institutional Research,UNKNOWN,ADD,Institutional Research
-2147474869.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474879.pdf,YES Securities,Share of Bank,BUY,YES Securities
-2147474877.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147474878.pdf,Institutional Research,UNKNOWN,SELL,Institutional Research
-2147474880.pdf,YES Securities,Bajaj Finance Limited,BUY,YES Securities
-2147474876.pdf,YES Securities,UNKNOWN,SELL,YES Securities
-2147474884.pdf,VP Research,UNKNOWN,BUY,VP Research
-2147474888.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474885.pdf,Systematix Research,Hotels business was split between ITC Ltd and ITC Hotels Ltd,BUY,Systematix Research
-2147474886.pdf,IDBI Capital,Indian Hotels Company Ltd,BUY,IDBI Capital
-2147474894.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147474891.pdf,Reliance Securities,Reliance Securities Limited,UNKNOWN,Reliance Securities
-2147474892.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147474893.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147474895.pdf,Axis Securities,Ujjivan Small Finance Bank Ltd,BUY,Axis Securities
-2147474899.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147474897.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147474902.pdf,YES Securities,Sterlite Technologies,BUY,YES Securities
-2147474901.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474906.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474903.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147474907.pdf,YES Securities,Symphony Ltd,ADD,YES Securities
-2147474905.pdf,Axis Securities,UNKNOWN,BUY,Axis Securities
-2147474915.pdf,Nirmal Bang Institutional Equities Research,Federal Bank,BUY,Nirmal Bang Institutional Equities Research
-2147474916.pdf,Equities Research,UNKNOWN,REDUCE,Equities Research
-2147474914.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147474910.pdf,Head of Research,UNKNOWN,ACCUMULATE,Head of Research
-2147474911.pdf,YES Securities,SIS Ltd,BUY,YES Securities
-2147474921.pdf,Systematix Research,Shree Cement Ltd,SELL,Systematix Research
-2147474922.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147474918.pdf,ICICI Securities,Ajanta Pharma Limited,BUY,ICICI Securities
-2147474919.pdf,ICICI Securities,Indian EV business & stake in Tata Technologies,BUY,ICICI Securities
-2147474920.pdf,VP Research,UNKNOWN,REDUCE,VP Research
-2147474917.pdf,Axis Securities,ACC Limited,BUY,Axis Securities
-2147474923.pdf,Nirmal Bang Institutional Equities Research,Punjab National Bank,ACCUMULATE,Nirmal Bang Institutional Equities Research
-2147474924.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,BUY,Nirmal Bang Institutional Equities Research
-2147474926.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147474929.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474925.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147474928.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147474927.pdf,Systematix Research,IIFL Finance Limited,BUY,Systematix Research
-2147474932.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147474933.pdf,VP Research,UNKNOWN,REDUCE,VP Research
-2147474939.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147474940.pdf,Nirmal Bang Institutional Equities Research,Bharat Petroleum Corp,ACCUMULATE,Nirmal Bang Institutional Equities Research
-2147474941.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,BUY,Nirmal Bang Institutional Equities Research
-2147474944.pdf,Head of Research,Marico Ltd,REDUCE,Head of Research
-2147474947.pdf,YES Securities,Marico Ltd,ADD,YES Securities
-2147474948.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147474949.pdf,YES Securities,Bharat Electronics Ltd,ADD,YES Securities
-2147474955.pdf,YES Securities,Indus Towers Ltd,ADD,YES Securities
-2147474954.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474951.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474959.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474962.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474958.pdf,YES Securities,UNKNOWN,REDUCE,YES Securities
-2147474960.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147474961.pdf,YES Securities,Greenlam Industries Ltd,REDUCE,YES Securities
-2147474965.pdf,Institutional Research,UNKNOWN,BUY,Institutional Research
-2147474964.pdf,YES Securities,UNKNOWN,SELL,YES Securities
-2147474968.pdf,ICICI Securities,UNKNOWN,BUY,ICICI Securities
-2147474967.pdf,IDBI Capital,JK Paper Ltd,BUY,IDBI Capital
-2147474969.pdf,IDBI Capital,Chalet Hotels Ltd,BUY,IDBI Capital
-2147474972.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147474975.pdf,Reliance Securities,Reliance Securities Limited,UNKNOWN,Reliance Securities
-2147474978.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147474976.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147474981.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147474983.pdf,YES Securities,Apar Industries Ltd,ADD,YES Securities
-2147474982.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147474985.pdf,Axis Securities,Suzuki Motor Gujarat Pvt Ltd,BUY,Axis Securities
-2147474990.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474986.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147474992.pdf,YES Securities,Emudhra Ltd,BUY,YES Securities
-2147474988.pdf,YES Securities,Rossari Biotech Ltd,BUY,YES Securities
-2147474991.pdf,VP Research,UNKNOWN,SELL,VP Research
-2147474989.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474993.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147474998.pdf,Institutional Research,UNKNOWN,REDUCE,Institutional Research
-2147474994.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147474995.pdf,YES Securities,Stove Kraft Ltd,BUY,YES Securities
-2147474999.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147475005.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147475001.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147475006.pdf,Reliance Securities,Reliance Securities Limited,UNKNOWN,Reliance Securities
-2147475007.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147475008.pdf,YES Securities,Escorts Kubota Ltd,NEUTRAL,YES Securities
-2147475015.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475016.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475010.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147475014.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475012.pdf,YES Securities,Infra Engineering Ltd,BUY,YES Securities
-2147475019.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475022.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147475021.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147475023.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147475028.pdf,Equities Research,UNKNOWN,ACCUMULATE,Equities Research
-2147475029.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147475026.pdf,ICICI Securities,UNKNOWN,BUY,ICICI Securities
-2147475024.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147475025.pdf,Institutional Research,UNKNOWN,BUY,Institutional Research
-2147475030.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475031.pdf,VP Research,UNKNOWN,SELL,VP Research
-2147475040.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147475039.pdf,IDBI Capital,UNKNOWN,SELL,IDBI Capital
-2147475037.pdf,Reliance Securities,Reliance Securities Limited,UNKNOWN,Reliance Securities
-2147475041.pdf,YES Securities,UNKNOWN,SELL,YES Securities
-2147475043.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147475045.pdf,Axis Securities,Ambuja Cements Limited,BUY,Axis Securities
-2147475044.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147475052.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475053.pdf,YES Securities,Thermax Ltd,ADD,YES Securities
-2147475051.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147475057.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147475059.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475061.pdf,ICICI Securities,ICICI Securities Limited,REDUCE,ICICI Securities
-2147475064.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475063.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147475062.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475065.pdf,VP Research,UNKNOWN,BUY,VP Research
-2147475068.pdf,Systematix Research,UNKNOWN,SELL,Systematix Research
-2147475070.pdf,Systematix Research,Ranbaxy Nigeria Limited,BUY,Systematix Research
-2147475074.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147475081.pdf,Axis Securities,Eicher Motors Ltd,BUY,Axis Securities
-2147475076.pdf,YES Securities,Dabur India Ltd,ADD,YES Securities
-2147475077.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147475075.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147475078.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147475086.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475087.pdf,Indostar Capital,UNKNOWN,BUY,Indostar Capital
-2147475083.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147475088.pdf,Systematix Research,UNKNOWN,SELL,Systematix Research
-2147475090.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475092.pdf,ICICI Securities,ICICI Securities Limited,REDUCE,ICICI Securities
-2147475091.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147475094.pdf,Axis Securities,Karnataka Bank,BUY,Axis Securities
-2147475100.pdf,ICICI Securities,HDFC Bank,BUY,ICICI Securities
-2147475095.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147475104.pdf,VP Research,UNKNOWN,REDUCE,VP Research
-2147475101.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475105.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475107.pdf,VP Research,UNKNOWN,SELL,VP Research
-2147475113.pdf,VP Research,UNKNOWN,BUY,VP Research
-2147475117.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475118.pdf,Systematix Research,State Bank,BUY,Systematix Research
-2147475124.pdf,Equities Research,Gujarat State Petronet Ltd,BUY,Equities Research
-2147475125.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147475129.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147475127.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475126.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147475130.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475132.pdf,YES Securities,State Bank,BUY,YES Securities
-2147475131.pdf,YES Securities,Mahindra & Mahindra Ltd,ADD,YES Securities
-2147475133.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475136.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147475135.pdf,YES Securities,Gulf Oil Lubricants India Ltd,BUY,YES Securities
-2147475138.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475137.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475139.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475142.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475140.pdf,YES Securities,Cummins India Ltd,ADD,YES Securities
-2147475143.pdf,IDBI Capital,Cera Sanitaryware Ltd,HOLD,IDBI Capital
-2147475149.pdf,Institutional Research,UNKNOWN,HOLD,Institutional Research
-2147475152.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475150.pdf,ICICI Securities,ICICI Securities Limited,REDUCE,ICICI Securities
-2147475146.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475155.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147475156.pdf,VP Research,UNKNOWN,SELL,VP Research
-2147475163.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147475165.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475160.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147475162.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147475167.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475166.pdf,YES Securities,CE Info Systems Ltd,BUY,YES Securities
-2147475168.pdf,ICICI Securities,ICICI Securities Limited,REDUCE,ICICI Securities
-2147475173.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147475172.pdf,VP Research,UNKNOWN,ACCUMULATE,VP Research
-2147475177.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475180.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475190.pdf,YES Securities,Whirlpool of India Ltd,BUY,YES Securities
-2147475191.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475189.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147475185.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147475193.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147475195.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147475192.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475194.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147475205.pdf,YES Securities,Voltamp Transformers Ltd,BUY,YES Securities
-2147475203.pdf,Systematix Research,UNKNOWN,SELL,Systematix Research
-2147475204.pdf,YES Securities,Deepak Nitrite Ltd,BUY,YES Securities
-2147475202.pdf,YES Securities,GE T&D India Ltd,SELL,YES Securities
-2147475211.pdf,Axis Securities,Coal India Ltd,BUY,Axis Securities
-2147475209.pdf,YES Securities,Engineers India Ltd,ADD,YES Securities
-2147475206.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147475208.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475214.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147475215.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475220.pdf,YES Securities,ITD Cementation India Ltd,BUY,YES Securities
-2147475223.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475221.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475219.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147475229.pdf,Systematix Research,Trent Limited,BUY,Systematix Research
-2147475234.pdf,VP Research,Birla Corp,BUY,VP Research
-2147475236.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147475235.pdf,VP Research,UNKNOWN,REDUCE,VP Research
-2147475239.pdf,YES Securities,Bharat Forge Ltd,BUY,YES Securities
-2147475243.pdf,VP Research,UNKNOWN,SELL,VP Research
-2147475242.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475245.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147475252.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147475247.pdf,VP Research,UNKNOWN,BUY,VP Research
-2147475251.pdf,YES Securities,Happiest Minds Ltd,BUY,YES Securities
-2147475250.pdf,Axis Securities,UNO Minda Ltd,BUY,Axis Securities
-2147475253.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147475254.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475258.pdf,VP Research,UNKNOWN,ACCUMULATE,VP Research
-2147475255.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475256.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475257.pdf,IDBI Capital,ICICI Bank,BUY,IDBI Capital
-2147475261.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147475260.pdf,VP Research,UNKNOWN,ACCUMULATE,VP Research
-2147475265.pdf,Systematix Research,Manappuram Finance Limited,BUY,Systematix Research
-2147475269.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147475271.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475267.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475266.pdf,YES Securities,Bajaj Electricals Ltd,ADD,YES Securities
-2147475274.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147475276.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475278.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147475273.pdf,YES Securities,IFB Industries Ltd,REDUCE,YES Securities
-2147475282.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475280.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147475291.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147475292.pdf,IDBI Capital,UNKNOWN,SELL,IDBI Capital
-2147475289.pdf,VP Research,Nuvoco Vistas Corp,SELL,VP Research
-2147475290.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147475298.pdf,IDBI Capital,Astral Ltd,HOLD,IDBI Capital
-2147475293.pdf,IDBI Capital,UNKNOWN,SELL,IDBI Capital
-2147475303.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
